tag_clean,rejection_source,rejection_reason,semantic_category,n_uses,n_movies,n_users,top_user_share,pct_movies,idf
pistoleros motorcycle club,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pit (scorpion),semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pit crew,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pit droid,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pit stop,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pit toilet,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitbull terrier,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitch meeting,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitch yaw roll,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitcher of beer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitcher of lemonade,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitcher of margaritas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitching,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitching a book,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitching a movie,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitching horse shoes,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitfall,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitfall trap,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitjor que ses altres del vietnam,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitjor que ses pelis a que ha copiat,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pittsburg,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pittsburgh penguins,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pittsburgh pirates,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pittsfield massachusetts,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pituitary gland,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pity sex,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pitã¤s kai jaksaa kattoa,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixar animated film,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixar no dreamworks yes,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixar short,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixel vision,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixelated,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pixie haircut,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza beer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza cutter,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza delivery boy cliche,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza service,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza slice,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizza van,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizzeria owner,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pizzicato,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piñata,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pkd,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pke meter,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pkk terror,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pl,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
place,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
place de la republique,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
place des fetes paris,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
place des victoires paris,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
place of work,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
placebo effect,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
places getting obliterated,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
placing one's hand over one's heart,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagarised,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagarized,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagerism,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagiarist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plague victim,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagued by nightmares,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plagues,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plain female lead,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plain song,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plainclothes officer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plainclothes policeman,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plainclothesman,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plainfield illinois,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plainfield wisconsin,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plains,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plaintiff,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plan b,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plan backfires,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plan to rule the world,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane crash at sea,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane crash survivor,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane crashes into the water,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane explosion,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane in tunnel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane malfunction,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane on fire,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane scene,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane sexualization,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane ticket,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plane tree,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet core,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet enclosed within shield,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet garel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet geonosis,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet in peril,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet kessel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet lothal,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet mobile,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet neptune,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet of the apes reference,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet terror,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planet with two suns,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planetary emergency,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planetary melodrama,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planetary ring,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planetoid,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planned coup,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planned wedding,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning a crime,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning a divorce,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning a revolution,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning a suicide,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning escape,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planning to assassinate the first lady,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plano texas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant attack,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant based whole food,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant creature,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant food,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant life,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant manager,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant monster,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plant nursery,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plantation house,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plantation overseer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plantation worker,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planted partipant,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planted story,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planting a gun in someone's hand,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planting a gun on someone,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
planting a tree,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plasma bolt,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plasma energy,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plasma gun,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plasma rifle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plasma tv,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plaster mold,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plaster of paris bandage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastered,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastering,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic army men,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic bag over one's leg,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic bags on feet,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic coffin,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic dart,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic eaters,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic fork,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic gun,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic knife,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic plant,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic sheet,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic spoon,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic straw,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
plastic water bottle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
